root, WNsense, synonyms, definition, Category
burn,WID-02121048-V-??-burn,(burn),"feel hot or painful; ""My eyes are burning""",Physiological
itch,WID-02121188-V-??-itch,(itch),"have or perceive an itch; ""I'm itching--the air is so dry!""",Physiological
itch,WID-02121423-V-??-itch,(itch),"cause to perceive an itch; ""his skin itched""",Physiological
idle,WID-02121424-A-??-idle,"(idle, light)","silly or trivial; ""idle pleasure""; ""light banter""; ""light idle chatter""",Not-a-Feeling
light,WID-02121424-A-??-light,"(idle, light)","silly or trivial; ""idle pleasure""; ""light banter""; ""light idle chatter""",Not-a-Feeling
ache,WID-02121511-V-??-ache,"(hurt, ache, suffer)","feel physical pain; ""Were you hurting after the accident?""",Physiological
hurt,WID-02121511-V-??-hurt,"(hurt, ache, suffer)","feel physical pain; ""Were you hurting after the accident?""",Physiological
suffer,WID-02121511-V-??-suffer,"(hurt, ache, suffer)","feel physical pain; ""Were you hurting after the accident?""",Hedonics
light,WID-02121572-A-??-light,(light),"intended primarily as entertainment; not serious or profound; ""light verse""; ""a light comedy""",Not-a-Feeling
twinge,WID-02121845-V-??-twinge,(twinge),"feel a sudden sharp, local pain",Hedonics
hunger,WID-02121958-V-??-hunger,(hunger),feel the need to eat,Physiological
thirst,WID-02122060-V-??-thirst,(thirst),feel the need to drink,Physiological
ache,WID-02122164-V-??-ache,"(ache, smart, hurt)",be the source of pain,Not-a-Feeling
hurt,WID-02122164-V-??-hurt,"(ache, smart, hurt)",be the source of pain,Hedonics
smart,WID-02122164-V-??-smart,"(ache, smart, hurt)",be the source of pain,Hedonics
devilish,WID-02122379-A-??-devilish,"(devilish, rascally, roguish)","playful in an appealingly bold way; ""a roguish grin""",Actions
rascal,WID-02122379-A-??-rascally,"(devilish, rascally, roguish)","playful in an appealingly bold way; ""a roguish grin""",Actions
throb,WID-02122665-V-??-throb,(throb),"pulsate or pound with abnormal force; ""my head is throbbing""; ""Her heart was throbbing""",Physiological
arch,WID-02122715-A-??-arch,"(arch, impish, implike, mischievous, pixilated, prankish, puckish, wicked)","naughtily or annoyingly playful; ""teasing and worrying with impish laughter""; ""a wicked prank""",Other
twang,WID-02122895-V-??-twang,(twang),twitch or throb with pain,Physiological
prickle,WID-02122983-V-??-prickle,"(tingle, prickle)",cause a stinging or tingling sensation,Physiological
tingle,WID-02122983-V-??-tingle,"(tingle, prickle)",cause a stinging or tingling sensation,Physiological
frisk,WID-02123007-A-??-frisky,"(kittenish, frisky)",playful like a lively kitten,Physiological
prick,WID-02123298-V-??-prick,"(prickle, prick)",cause a prickling sensation,Physiological
prickle,WID-02123298-V-??-prickle,"(prickle, prick)",cause a prickling sensation,Physiological
serious,WID-02123314-A-??-serious,"(unplayful, serious, sober)",completely lacking in playfulness,Other
sober,WID-02123314-A-??-sober,"(unplayful, serious, sober)",completely lacking in playfulness,Other
prick,WID-02123424-V-??-prick,"(prick, sting, twinge)","cause a stinging pain; ""The needle pricked his skin""",Hedonics
sting,WID-02123424-V-??-sting,"(prick, sting, twinge)","cause a stinging pain; ""The needle pricked his skin""",Hedonics
twinge,WID-02123424-V-??-twinge,"(prick, sting, twinge)","cause a stinging pain; ""The needle pricked his skin""",Hedonics
smell,WID-02123672-V-??-smell,(smell),"emit an odor; ""The soup smells good""",Not-a-Feeling
smell,WID-02124332-V-??-smell,(smell),"smell bad; ""He rarely washes, and he smells""",Not-a-Feeling
smell,WID-02124748-V-??-smell,(smell),inhale the odor of; perceive by the olfactory sense,Not-a-Feeling
whiff,WID-02125032-V-??-whiff,"(sniff, whiff)","perceive by inhaling through the nose; ""sniff the perfume""",Not-a-Feeling
nose,WID-02125223-V-??-nose,"(scent, nose, wind)","catch the scent of; get wind of; ""The dog nosed out the drugs""",Not-a-Feeling
scent,WID-02125223-V-??-scent,"(scent, nose, wind)","catch the scent of; get wind of; ""The dog nosed out the drugs""",Not-a-Feeling
scent,WID-02125641-V-??-scent,"(odorize, odourise, scent)",cause to smell or be smelly,Not-a-Feeling
settle,WID-02126889-A-??-unsettled,(unsettled),"not settled or established; ""an unsettled lifestyle""",Actions
drift,WID-02127159-A-??-drifting,"(aimless, drifting, floating, vagabond, vagrant)","continually changing especially as from one abode or occupation to another; ""a drifting double-dealer""; ""the floating population""; ""vagrant hippies of the sixties""",Not-a-Feeling
feel,WID-02127613-V-??-feel,(feel),"grope or feel in search of something; ""He felt for his wallet""",Not-a-Feeling
lose,WID-02127853-V-??-lose,"(miss, lose)","fail to perceive or to catch with the senses or the mind; ""I missed that remark""; ""She missed his point""; ""We lost part of what he said""",Not-a-Feeling
witness,WID-02128286-V-??-witness,(witness),"be a witness to; ""She witnessed the accident and had to testify in court""",Not-a-Feeling
wayfarer,WID-02128388-A-??-wayfaring,"(peripatetic, wayfaring)","traveling especially on foot; ""peripatetic country preachers""; ""a poor wayfaring stranger""",Not-a-Feeling
rootless,WID-02128736-A-??-rootless,"(rootless, vagabond)","wandering aimlessly without ties to a place or community; ""led a vagabond life""; ""a rootless wanderer""",Other
see,WID-02128873-V-??-see,"(witness, find, see)","perceive or be contemporaneous with; ""We found Republicans winning the offices""; ""You'll see a lot of cheating in this school""; ""The 1960's saw the rebellion of the younger generation against established traditions""; ""I want to see results""",Not-a-Feeling
witness,WID-02128873-V-??-witness,"(witness, find, see)","perceive or be contemporaneous with; ""We found Republicans winning the offices""; ""You'll see a lot of cheating in this school""; ""The 1960's saw the rebellion of the younger generation against established traditions""; ""I want to see results""",Not-a-Feeling
jaguar,WID-02128925-N-??-jaguar,"(jaguar, panther, Panthera_onca, Felis_onca)",a large spotted feline of tropical America similar to the leopard; in some classifications considered a member of the genus Felis,Not-a-Feeling
lion,WID-02129165-N-??-lion,"(lion, king_of_beasts, Panthera_leo)",large gregarious predatory feline of Africa and India having a tawny coat with a shaggy mane in the male,Not-a-Feeling
see,WID-02129289-V-??-see,(see),"perceive by sight or have the power to perceive by sight; ""You have to be a good observer to see all the details""; ""Can you see the bird in that tree?""; ""He is blind--he cannot see""",Not-a-Feeling
lion,WID-02129463-N-??-lioness,(lioness),a female lion,Not-a-Feeling
see,WID-02129709-V-??-see,(see),"see and understand, have a good eye; ""The artist must first learn to see""",Not-a-Feeling
dictate,WID-02129908-A-??-dictated,"(determined, dictated, set)","determined or decided upon as by an authority; ""date and place are already determined""; ""the dictated terms of surrender""; ""the time set for the launching""",Not-a-Feeling
behold,WID-02130160-V-??-behold,"(behold, lay_eyes_on)","see with attention; ""behold Christ!""",Attention
firm,WID-02130272-A-??-firm,(firm),"not subject to revision or change; ""a firm contract""; ""a firm offer""",Not-a-Feeling
view,WID-02130300-V-??-view,"(view, consider, look_at)","look at carefully; study mentally; ""view a problem""",Not-a-Feeling
settle,WID-02130514-A-??-unsettled,(unsettled),"still in doubt; ""an unsettled issue""; ""an unsettled state of mind""",Not-a-Feeling
look,WID-02130524-V-??-look,(look),"perceive with attention; direct one's gaze towards; ""She looked over the expanse of land""; ""Look at your child!""; ""Look--a deer in the backyard!""",Not-a-Feeling
open,WID-02130821-A-??-open,"(open, undecided, undetermined, unresolved)","not brought to a conclusion; subject to further thought; ""an open question""; ""our position on this bill is still undecided""; ""our lawsuit is still undetermined""",Not-a-Feeling
decide,WID-02130821-A-??-undecided,"(open, undecided, undetermined, unresolved)","not brought to a conclusion; subject to further thought; ""an open question""; ""our position on this bill is still undecided""; ""our lawsuit is still undetermined""",Not-a-Feeling
resolve,WID-02130821-A-??-unresolved,"(open, undecided, undetermined, unresolved)","not brought to a conclusion; subject to further thought; ""an open question""; ""our position on this bill is still undecided""; ""our lawsuit is still undetermined""",Not-a-Feeling
sex,WID-02131072-A-??-sexy,(sexy),"marked by or tending to arouse sexual desire or interest; ""feeling sexy""; ""sexy clothes""; ""sexy poses""; ""a sexy book""; ""sexy jokes""",Other
see,WID-02131279-V-??-see,"(examine, see)","observe, check out, and look over carefully or inspect; ""The customs agent examined the baggage""; ""I must see your passport before you can enter the country""",Not-a-Feeling
arouse,WID-02131668-A-??-aroused,"(aroused, horny, randy, ruttish, steamy, turned_on)","feeling great sexual desire; ""feeling horny""",Hedonics
erotic,WID-02132080-A-??-erotic,"(erotic, titillating)",giving sexual pleasure; sexually arousing,Hedonics
naught,WID-02132224-A-??-naughty,"(blue, gamy, gamey, juicy, naughty, racy, risque, spicy)","suggestive of sexual impropriety; ""a blue movie""; ""blue jokes""; ""he skips asterisks and gives you the gamy details""; ""a juicy scandal""; ""a naughty wink""; ""naughty words""; ""racy anecdotes""; ""a risque story""; ""spicy gossip""",Other
racy,WID-02132224-A-??-racy,"(blue, gamy, gamey, juicy, naughty, racy, risque, spicy)","suggestive of sexual impropriety; ""a blue movie""; ""blue jokes""; ""he skips asterisks and gives you the gamy details""; ""a juicy scandal""; ""a naughty wink""; ""naughty words""; ""racy anecdotes""; ""a risque story""; ""spicy gossip""",Other
hot,WID-02132607-A-??-hot,(hot),"sexually excited or exciting; ""was hot for her""; ""hot pants""",Attraction
intimate,WID-02132735-A-??-intimate,"(intimate, sexual)","involved in a sexual relationship; ""the intimate (or sexual) relations between husband and wife""; ""she had been intimate with many men""; ""he touched her intimate parts""",Social
sexual,WID-02132735-A-??-sexual,"(intimate, sexual)","involved in a sexual relationship; ""the intimate (or sexual) relations between husband and wife""; ""she had been intimate with many men""; ""he touched her intimate parts""",Social
gaze,WID-02132745-V-??-gaze,"(gaze, stare)","look at with fixed eyes; ""The students stared at the teacher with amazement""",Not-a-Feeling
stare,WID-02132745-V-??-stare,"(gaze, stare)","look at with fixed eyes; ""The students stared at the teacher with amazement""",Not-a-Feeling
voluptuous,WID-02132967-A-??-voluptuous,"(juicy, luscious, red-hot, toothsome, voluptuous)","having strong sexual appeal; ""juicy barmaids""; ""a red-hot mama""; ""a voluptuous woman""; ""a toothsome blonde in a tight dress""",Other
regard,WID-02133185-V-??-regard,"(regard, consider)",look at attentively,Not-a-Feeling
libido,WID-02133207-A-??-libidinous,"(lascivious, lewd, libidinous, lustful)","driven by lust; preoccupied with or exhibiting lustful desires; ""libidinous orgies""",Physiological
lust,WID-02133207-A-??-lustful,"(lascivious, lewd, libidinous, lustful)","driven by lust; preoccupied with or exhibiting lustful desires; ""libidinous orgies""",Physiological
look,WID-02133435-V-??-look,"(look, appear, seem)","give a certain impression or have a certain outward aspect; ""She seems to be sleeping""; ""This appears to be a very difficult problem""; ""This project looks fishy""; ""They appeared like people who had not eaten or slept for a long time""",Not-a-Feeling
lust,WID-02133779-A-??-lustful,"(lubricious, lustful, prurient, salacious)","characterized by lust; ""eluding the lubricious embraces of her employer""; ""her sensuous grace roused his lustful nature""; ""prurient literature""; ""prurient thoughts""; ""a salacious rooster of a little man""",Physiological
make,WID-02134050-V-??-make,(make),"appear to begin an activity; ""He made to speak but said nothing in the end""; ""She made as if to say hello to us""",Not-a-Feeling
orgy,WID-02134162-A-??-orgiastic,(orgiastic),used of frenzied sexual activity,Hedonics
cut,WID-02134232-V-??-cut,(cut),"give the appearance or impression of; ""cut a nice figure""",Not-a-Feeling
feel,WID-02134350-V-??-feel,(feel),"produce a certain impression; ""It feels nice to be home again""",Not-a-Feeling
